,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,198.0,1824.0,98.5,99.0,659.5,99.0,99.0,32.5,2947.0,194.0,98.5
cubefs.csv,196.5,1824.0,98.5,99.0,569.0,99.0,99.0,190.0,772.0,191.0,98.5
iaml.csv,198.0,110.0,98.5,98.5,273.5,99.0,193.0,94.5,1179.0,180.0,152.0
ivataopenportal.csv,198.0,1824.0,98.5,99.0,659.5,99.0,98.5,197.0,2233.5,194.0,98.5
mb-unit.csv,198.0,0.0,641.5,297.0,659.5,99.0,98.5,92.5,1818.0,191.0,97.5
mvdsv.csv,178.0,955.0,0.0,98.5,180.0,63.0,98.5,98.5,94.0,86.5,93.5
nova.csv,99.0,230.5,387.0,198.0,2055.0,99.0,99.0,194.0,2273.5,194.0,98.5
olex2.csv,198.0,298.0,789.5,99.0,1481.5,99.0,98.5,196.0,1037.0,194.0,98.5
openwbem.csv,98.5,115.0,83.5,297.0,1337.0,99.0,99.0,197.0,1185.0,190.0,98.5
xcmetadataservicestoolkit.csv,198.0,1824.0,387.0,99.0,659.5,99.0,99.0,88.5,2654.0,194.0,98.5
