,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.98,1.0,0.31,0.89,1.0,0.72,0.73,0.95,0.98,1.02,0.96
cubefs.csv,0.79,1.0,1.0,0.57,1.12,0.68,0.74,0.47,1.02,0.44,1.0
iaml.csv,0.81,1.0,0.63,0.87,0.43,0.69,0.47,0.9,1.07,0.86,0.97
ivataopenportal.csv,0.75,1.0,0.77,0.89,0.87,0.42,0.86,1.0,1.18,0.95,1.0
mb-unit.csv,0.94,1.0,0.71,0.55,1.0,0.87,0.79,0.86,0.63,0.63,0.66
mvdsv.csv,0.96,0.76,1.0,0.93,0.03,0.99,0.93,0.92,1.0,0.82,0.92
nova.csv,0.68,0.29,0.7,0.72,1.22,0.77,0.63,0.67,0.76,0.68,0.73
olex2.csv,0.85,0.54,0.61,0.63,0.61,0.89,0.62,0.67,1.06,0.67,0.39
openwbem.csv,0.51,0.48,0.59,0.64,0.51,0.86,0.73,0.78,0.46,0.56,0.63
xcmetadataservicestoolkit.csv,0.7,0.88,1.0,0.62,0.97,0.89,0.87,0.79,0.9,0.39,0.69
