,recall,precision,pf,cdom,bellwether
1,0.47,0.48,0.33,8.0,jam-daq.csv
12,0.5,0.405,0.235,1.0,pi-qmc.csv
15,0.52,0.33999999999999997,0.295,12.0,lockss.csv
29,0.635,0.48,0.405,19.0,powerfolder-.csv
50,0.62,0.605,0.43,4.0,customsagetv.csv
56,0.74,0.64,0.54,2.0,modellus.csv
60,0.71,0.43,0.355,8.0,rockbox.csv
11,0.77,0.44,0.23,0.0,atunes.csv
