,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.46,0.62,0.86,0.86,0.95,0.85,0.71,1.0
fceugc.csv,0.77,0.89,0.42,0.72,0.63,0.68,0.83,0.95
ftm.csv,0.72,0.58,0.64,0.75,0.53,0.63,0.47,0.39
google-gears.csv,0.67,0.58,0.69,0.65,0.66,0.42,0.84,0.93
jaolt.csv,0.86,0.38,0.65,0.62,0.69,0.6,0.56,0.95
jcache.csv,0.64,0.4,0.59,0.67,0.62,0.83,0.78,0.18
kmess.csv,1.0,0.68,0.63,0.81,0.54,0.91,0.53,0.34
xmemcached.csv,0.96,0.29,0.86,0.69,0.8,0.95,0.82,0.93
