,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.38,0.44,0.09,0.21,0.05,0.03,0.68,0.0
fceugc.csv,0.2,0.69,0.3,0.62,0.38,0.22,0.8,0.85
ftm.csv,0.38,0.12,0.28,0.1,0.29,0.3,0.34,0.1
google-gears.csv,0.63,0.47,0.3,0.59,0.64,0.3,0.83,0.9
jaolt.csv,0.28,0.28,0.6,0.52,0.64,0.38,0.42,0.95
jcache.csv,0.63,0.2,0.53,0.34,0.58,0.81,0.25,0.17
kmess.csv,0.01,0.3,0.56,0.1,0.47,0.0,0.34,0.22
xmemcached.csv,0.96,0.19,0.74,0.55,0.69,0.95,0.27,0.88
