,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,594.0,92.5,50.5,97.5,83.5,98.5,196.0,0.0
fceugc.csv,98.5,1056.5,93.5,98.5,97.5,99.0,295.0,679.0
ftm.csv,495.0,192.0,300.5,97.5,99.0,98.5,191.0,88.5
google-gears.csv,594.0,195.0,286.5,98.5,99.0,99.0,295.0,277.5
jaolt.csv,99.0,292.5,286.5,98.5,99.0,99.0,295.0,183.0
jcache.csv,495.0,195.0,286.5,98.5,99.0,99.0,93.5,183.0
kmess.csv,294.0,292.5,191.0,98.5,99.0,98.5,295.0,183.0
xmemcached.csv,594.0,194.0,612.0,97.5,99.0,99.0,91.5,275.5
