,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.06,1.0,0.1,0.0,0.09,0.35,0.0,0.06,0.02,0.0,0.06,0.0,0.0,0.17,0.0,0.05,0.01,0.26,0.24,0.23
baadengine.csv,0.99,0.23,0.5,0.86,0.61,0.3,0.79,0.68,0.57,0.64,0.6,0.44,0.64,0.64,0.72,0.52,0.59,0.51,0.39,0.64
bibedt.csv,0.21,0.45,0.13,0.9,0.41,0.31,0.2,0.28,0.33,0.24,0.29,0.0,0.83,0.41,0.3,0.24,0.24,0.44,0.43,0.58
cascading.csv,0.73,0.2,0.0,0.88,0.66,0.45,0.66,0.57,0.49,0.67,0.62,0.77,0.52,0.71,0.57,0.53,1.0,0.34,0.46,0.79
dataobjectsdotnet.csv,0.29,0.23,0.22,0.97,0.24,0.05,0.5,0.34,0.16,0.52,0.43,0.52,0.23,0.37,0.3,0.32,0.25,0.97,0.34,0.5
exl.csv,0.67,0.0,0.0,0.65,0.72,0.55,0.7,0.53,0.6,0.5,0.58,0.45,0.59,0.61,0.59,0.41,0.68,0.48,0.51,0.98
gogoego.csv,0.2,0.0,0.07,0.0,0.18,0.15,0.37,0.92,0.36,0.24,0.63,0.0,0.43,0.13,0.26,0.1,0.22,0.25,0.25,0.55
httpcontentparser.csv,0.06,0.0,0.12,0.0,0.06,0.22,0.04,0.07,0.16,0.12,0.83,0.0,0.12,0.26,0.13,0.05,0.07,0.4,0.4,0.06
impala.csv,0.24,0.0,0.12,0.51,0.49,0.29,0.27,0.53,0.46,0.0,0.06,0.0,0.23,0.33,0.59,0.97,0.56,0.45,0.46,0.08
jaxlib.csv,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02
jgameai.csv,0.02,0.0,0.05,0.0,0.14,0.97,0.31,0.4,0.1,0.41,0.12,0.55,0.0,0.04,0.18,0.19,0.12,0.15,0.09,0.06
jhotdraw.csv,0.42,0.63,0.13,0.97,0.41,0.14,0.0,0.4,0.95,0.2,0.0,0.0,0.12,0.29,0.26,0.15,0.16,0.44,0.39,0.09
loki-lib.csv,0.55,0.0,0.34,0.91,0.6,0.5,0.4,0.58,0.45,0.77,0.53,0.85,0.4,0.6,0.71,0.27,0.51,0.43,0.98,0.32
patterntesting.csv,0.49,0.23,0.28,0.0,0.51,0.27,0.45,0.53,0.48,0.94,0.57,0.83,0.44,0.59,0.56,0.27,0.38,0.41,0.2,0.67
pokeglobal.csv,0.38,0.4,0.82,0.84,0.98,0.6,0.27,0.5,0.54,0.46,0.67,0.45,0.59,0.51,0.56,0.58,0.6,0.37,0.56,0.54
snakeyaml.csv,0.26,0.87,0.51,0.0,0.46,0.64,0.13,0.55,0.59,0.44,0.29,0.49,0.43,0.62,0.94,0.42,0.45,0.57,0.26,0.7
unflobtactical.csv,0.4,0.62,0.13,0.0,0.49,0.41,0.51,0.35,0.21,0.35,0.56,0.95,0.34,0.97,0.22,0.14,0.35,0.29,0.28,0.58
werx.csv,0.0,0.21,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
zealos.csv,0.21,0.23,0.41,0.0,0.42,0.47,0.94,0.49,0.63,0.41,0.63,0.0,0.35,0.35,0.47,0.36,0.43,0.58,0.47,0.54
