,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.44,0.2,0.29,0.42,0.74,0.53,0.38,0.12,0.19,0.49,0.63,0.17,0.55,0.92
bibedt.csv,0.17,0.74,0.12,0.58,0.7,0.41,0.57,0.71,0.55,0.51,0.06,0.17,0.42,0.5
brlcad.csv,0.72,0.29,0.47,0.06,0.55,0.29,0.45,0.55,0.19,0.51,0.28,0.17,0.55,0.41
co-ode-owl-plugins.csv,0.34,0.67,0.58,0.55,0.75,0.05,0.39,0.35,0.46,0.67,0.66,0.58,0.54,0.93
firebreath.csv,0.7,0.68,0.69,0.58,0.36,0.3,0.64,0.65,0.52,0.64,0.17,0.46,0.49,0.5
fltk.csv,0.21,0.7,0.59,0.68,0.74,0.05,0.34,0.0,0.57,0.51,0.5,0.47,0.63,0.34
glas.csv,0.46,0.73,0.55,0.56,0.68,0.75,0.67,0.52,0.62,0.28,0.68,0.55,0.47,0.59
gretl.csv,0.35,0.68,0.54,0.64,0.75,0.76,0.69,0.62,0.65,0.44,0.6,0.53,0.53,0.71
konversation.csv,0.21,0.76,0.68,0.48,0.26,0.63,0.41,0.7,0.52,0.69,0.04,0.45,0.45,0.13
micomt.csv,0.69,0.71,0.62,0.72,0.0,0.28,0.62,0.65,0.6,0.85,0.57,0.62,0.63,0.47
openxava.csv,0.5,0.74,0.37,0.45,0.25,0.82,0.58,0.59,0.42,0.25,0.13,0.71,0.27,0.55
sumatrapdf.csv,0.55,0.66,0.43,0.46,0.37,0.05,0.53,0.63,0.74,0.67,0.17,0.73,0.0,0.13
tweetsharp.csv,0.57,0.68,0.55,0.41,0.6,0.36,0.17,0.45,0.47,0.61,0.52,0.17,0.74,0.7
wxcode.csv,0.18,0.62,0.29,0.53,0.07,0.56,0.4,0.34,0.5,0.36,0.04,0.96,0.2,0.04
