,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.13,0.12,0.52,0.49,0.61,0.24,0.32
encog-java.csv,0.27,0.18,0.4,0.78,0.62,0.12,0.67
galaxium.csv,0.14,0.2,0.58,0.55,0.56,0.23,0.57
h2database.csv,0.24,0.28,0.5,0.59,0.79,0.16,0.78
haphazard.csv,0.09,0.06,0.59,0.35,0.43,0.44,0.12
jaql.csv,0.17,0.19,0.52,0.61,0.65,0.24,0.6
raven-monitoring.csv,0.11,0.1,0.62,0.45,0.12,0.31,0.21
