,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,99.0,98.5,195.0,97.5,197.0,98.5
lazarus-ccr.csv,99.0,98.5,94.5,94.5,197.0,98.5
lcfizvtop.csv,181.0,193.0,94.5,97.5,269.5,98.5
migen.csv,95.5,98.5,176.0,169.0,317.0,95.5
mvnforum.csv,71.5,643.0,86.5,355.0,600.0,167.0
plplot.csv,99.0,193.0,195.0,97.5,197.0,98.5
