,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.0,0.0,6.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,86.0,0.0,1.0,0.0
amateur-scrolls.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
arianne.csv,0.0,1.0,5.0,21.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0,101.0,0.0,0.0,0.0
bl-toolkit.csv,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,178.0,0.0,4.0,0.0
doomlegacy.csv,0.0,4.0,12.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,203.0,0.0,3.0,0.0
enlightenment.csv,1.0,3.0,9.0,1.0,0.0,8.0,5.0,0.0,2.0,0.0,0.0,166.0,0.0,4.0,0.0
fritzing.csv,0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,114.0,0.0,2.0,0.0
gnukeda.csv,2.0,0.0,11.0,19.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,199.0,0.0,3.0,0.0
jlinalg.csv,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,267.0,0.0,9.0,1.0
knowledge.csv,0.0,2.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,242.0,0.0,6.0,1.0
massiv.csv,63.0,0.0,141.0,105.0,0.0,203.0,140.0,66.0,71.0,70.0,530.0,0.0,259.0,65.0,105.0
playerstage.csv,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,65.0,0.0
psycle.csv,0.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,247.0,0.0,6.0,0.0
superwaba.csv,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,140.0,0.0,2.0,0.0
wxcrp.csv,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,2.0,0.0
