,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.49,0.68,0.62,0.6,0.56,0.64,0.57,0.57,0.77,0.71,0.61,0.6,0.02,0.72,0.63
amateur-scrolls.csv,0.8,0.98,0.92,0.78,0.73,0.84,0.88,0.81,0.73,0.92,0.72,0.52,0.84,0.02,0.94
arianne.csv,0.62,0.7,0.65,0.8,0.74,0.02,0.8,0.64,0.62,0.7,0.6,0.63,0.75,0.58,0.59
bl-toolkit.csv,0.41,0.64,0.6,0.57,0.55,0.59,0.51,0.43,0.05,0.56,0.95,0.6,0.93,0.6,0.63
doomlegacy.csv,0.98,0.57,0.7,0.83,0.71,0.72,0.8,0.44,0.51,0.48,0.65,0.63,0.68,0.52,0.01
enlightenment.csv,0.58,0.58,0.47,0.65,0.54,0.58,0.59,0.5,0.6,0.7,0.03,0.55,0.7,0.55,0.74
fritzing.csv,0.9,0.58,0.49,0.68,0.02,0.67,0.63,0.26,0.56,0.66,0.59,0.64,0.64,0.42,0.65
gnukeda.csv,0.75,0.51,0.54,0.75,0.76,0.71,0.71,0.49,0.53,0.03,0.67,0.64,0.66,0.46,0.78
jlinalg.csv,0.02,0.61,0.59,0.77,0.68,0.67,0.73,0.81,0.65,0.47,0.7,0.71,0.67,0.85,0.79
knowledge.csv,1.0,0.81,0.99,0.8,0.9,0.86,0.94,0.02,0.82,0.76,0.82,0.84,0.86,0.8,0.92
massiv.csv,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
playerstage.csv,0.66,0.78,0.49,0.66,0.57,0.75,0.05,0.63,0.88,0.82,0.63,0.77,0.71,1.0,0.72
psycle.csv,1.02,0.04,0.48,0.68,0.73,0.61,0.82,0.45,0.6,0.52,0.77,0.83,0.71,0.62,0.7
superwaba.csv,0.53,0.69,0.06,0.67,0.49,0.64,0.51,0.58,0.53,0.59,0.63,0.56,0.59,0.74,0.6
wxcrp.csv,1.01,0.67,0.97,0.06,0.83,0.73,0.59,0.58,0.81,0.69,0.67,0.37,0.62,0.85,0.65
