,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.42,0.64,0.6,0.55,0.47,0.56,0.43,0.41,0.72,0.76,0.59,0.57,0.47,0.71,0.47
amateur-scrolls.csv,0.55,0.75,0.8,0.87,0.68,0.94,0.91,0.83,0.69,0.75,0.73,0.99,0.97,0.62,0.8
arianne.csv,0.59,0.7,0.5,0.5,0.69,0.52,0.58,0.52,0.56,0.61,0.49,0.63,0.56,0.39,0.65
bl-toolkit.csv,0.45,0.7,0.55,0.52,0.5,0.57,0.48,0.41,0.47,0.59,0.46,0.52,0.37,0.44,0.51
doomlegacy.csv,0.54,0.49,0.46,0.44,0.43,0.48,0.38,0.38,0.51,0.48,0.44,0.45,0.36,0.48,0.41
enlightenment.csv,0.5,0.57,0.49,0.56,0.48,0.6,0.45,0.44,0.52,0.7,0.55,0.53,0.51,0.75,0.8
fritzing.csv,0.6,0.6,0.56,0.52,0.54,0.66,0.55,0.38,0.42,0.74,0.59,0.53,0.44,0.5,0.57
gnukeda.csv,0.53,0.5,0.45,0.49,0.46,0.5,0.36,0.35,0.55,0.58,0.49,0.43,0.41,0.42,0.35
jlinalg.csv,0.49,0.58,0.63,0.51,0.45,0.45,0.4,0.43,0.47,0.57,0.52,0.5,0.56,0.41,0.39
knowledge.csv,0.51,0.49,0.43,0.42,0.46,0.39,0.35,0.41,0.44,0.47,0.47,0.42,0.41,0.39,0.36
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
playerstage.csv,0.5,0.87,0.54,0.63,0.53,0.88,0.62,0.52,0.88,0.89,0.65,0.99,0.64,0.5,0.71
psycle.csv,0.57,0.49,0.42,0.47,0.47,0.44,0.38,0.43,0.4,0.49,0.48,0.43,0.41,0.49,0.38
superwaba.csv,0.38,0.59,0.53,0.44,0.48,0.54,0.45,0.39,0.46,0.5,0.49,0.49,0.48,0.36,0.42
wxcrp.csv,0.58,0.55,0.43,0.69,0.46,0.62,0.54,0.38,0.62,0.69,0.58,0.6,0.54,0.86,0.45
