,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.9,0.74,0.5,0.36,0.61,0.56,0.5,0.95,0.72,0.71,0.67,0.01,1.0,0.43,0.81
amateur-scrolls.csv,0.91,0.75,0.8,0.47,0.62,0.94,0.64,1.0,0.88,0.75,0.79,0.03,0.72,0.95,1.0
arianne.csv,0.91,0.76,0.41,0.24,0.51,1.0,0.35,0.96,0.75,0.61,0.66,0.01,0.61,0.39,0.88
bl-toolkit.csv,0.97,0.73,0.47,0.38,0.59,0.62,0.55,0.96,0.98,0.69,0.58,0.01,0.63,0.4,0.81
doomlegacy.csv,0.73,0.74,0.41,0.3,0.53,0.5,0.45,0.96,0.81,0.73,0.63,0.01,0.67,0.44,1.0
enlightenment.csv,0.83,0.75,0.51,0.33,0.6,0.62,0.49,0.96,0.75,0.65,0.98,0.01,0.63,0.5,0.8
fritzing.csv,0.75,0.75,0.53,0.32,0.99,0.62,0.47,0.98,0.78,0.74,0.7,0.01,0.67,0.54,0.86
gnukeda.csv,0.8,0.78,0.48,0.28,0.51,0.5,0.46,0.96,0.82,1.0,0.62,0.01,0.68,0.45,0.78
jlinalg.csv,1.0,0.72,0.46,0.3,0.54,0.54,0.45,0.93,0.75,0.7,0.62,0.01,0.65,0.33,0.76
knowledge.csv,0.77,0.68,0.34,0.31,0.46,0.52,0.41,1.0,0.71,0.59,0.59,0.01,0.64,0.35,0.76
massiv.csv,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.94,0.87,0.54,0.4,0.67,0.63,0.98,1.0,0.75,0.78,0.78,0.01,0.67,0.0,0.86
psycle.csv,0.74,0.99,0.5,0.33,0.52,0.57,0.43,0.96,0.77,0.68,0.6,0.01,0.66,0.36,0.78
superwaba.csv,0.9,0.79,1.0,0.34,0.65,0.56,0.55,0.95,0.78,0.69,0.64,0.01,0.7,0.36,0.81
wxcrp.csv,0.75,0.79,0.35,1.0,0.5,0.49,0.54,0.97,0.77,0.92,0.8,0.02,0.77,0.43,0.82
