,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.24,0.33,0.21,0.35,0.98,0.14,0.52,0.47,0.21
array4j.csv,0.0,0.2,1.0,0.0,0.09,0.12,0.07,0.05,0.0,0.1
beast-mcmc.csv,0.05,0.97,0.34,0.52,0.43,0.29,0.32,0.37,0.52,0.18
continuum-ide.csv,0.0,0.33,0.14,1.0,0.29,0.27,0.2,0.23,0.26,0.17
jam-daq.csv,0.0,0.43,0.48,0.26,0.97,0.36,0.43,0.38,0.44,0.21
l2j.csv,0.03,0.44,0.35,0.52,0.62,0.39,0.38,0.41,0.21,0.99
nodal.csv,0.0,0.34,0.29,0.22,0.49,0.24,0.93,0.17,0.26,0.15
projectfactory.csv,0.06,0.29,0.23,0.07,0.26,0.22,0.29,0.96,0.32,0.23
roolo.csv,0.05,0.34,0.35,0.3,0.54,0.2,0.23,0.32,0.92,0.32
