,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.4,0.02,0.16,0.17,0.98,0.38,0.05,0.27,0.15,0.24,0.23,0.0,0.47
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09
gisgraphy.csv,0.0,0.08,0.2,0.15,0.17,0.36,0.0,0.21,0.0,0.19,0.36,0.0,0.98
jaxen.csv,0.0,0.0,0.19,0.27,0.14,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.09
jvcl.csv,0.0,0.0,0.97,0.06,0.2,0.18,0.03,0.03,0.0,0.35,0.0,0.0,0.55
m-m-m.csv,0.45,0.03,0.13,0.17,0.38,1.0,0.04,0.11,0.07,0.42,0.5,0.03,0.39
motu.csv,0.0,0.0,0.09,0.0,0.13,0.15,0.29,0.19,0.0,0.92,0.0,0.22,0.14
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0
sarasvati.csv,0.45,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.07,0.19,0.67,0.0
wgs-assembler.csv,0.97,0.09,0.06,0.05,0.19,0.24,0.05,0.36,0.09,0.27,0.24,0.0,0.36
zabbix.csv,0.52,0.03,0.18,0.13,0.42,0.77,0.04,0.16,0.06,0.32,0.99,0.0,0.51
