,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.49,0.5,0.62,0.27,0.96,0.24,1.0,0.4,0.67,0.46,0.14,0.0,0.64
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05
gisgraphy.csv,0.0,0.25,0.31,0.45,0.17,0.24,0.0,0.6,0.0,0.23,0.25,0.0,0.95
jaxen.csv,0.0,0.0,0.19,0.18,0.08,0.0,0.0,1.0,0.0,0.15,0.0,0.0,0.05
jvcl.csv,0.0,0.0,0.94,0.27,0.33,0.1,1.0,0.2,0.0,0.85,0.0,0.0,0.91
m-m-m.csv,0.64,1.0,0.56,0.73,0.75,1.0,1.0,1.0,0.33,0.85,0.71,1.0,0.68
motu.csv,0.0,0.0,0.06,0.0,0.08,0.08,1.0,0.4,0.0,0.92,0.0,1.0,0.09
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
sarasvati.csv,0.54,0.0,0.0,0.91,0.0,0.0,1.0,0.0,0.0,0.08,0.11,1.0,0.0
wgs-assembler.csv,0.95,0.75,0.06,0.09,0.17,0.14,1.0,0.4,0.33,0.38,0.2,0.0,0.36
zabbix.csv,0.92,1.0,0.94,0.82,0.83,0.75,1.0,1.0,0.5,0.69,1.0,0.0,0.82
