,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.73,0.73,0.79,0.74,0.04,0.77,0.64,0.61,0.53,0.86,0.86,1.02,0.6
emulemorph.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.95
gisgraphy.csv,1.0,0.75,0.72,0.63,0.88,0.86,1.1,0.47,1.01,0.84,0.76,1.01,0.05
jaxen.csv,1.0,1.0,0.82,0.82,0.92,1.0,1.0,0.0,1.0,0.85,1.0,1.0,0.95
jvcl.csv,1.0,1.0,0.06,0.89,0.95,0.9,0.95,1.05,1.0,0.86,1.0,1.0,0.65
m-m-m.csv,0.76,0.65,0.88,0.56,0.81,0.0,0.75,0.98,0.83,0.65,0.8,0.68,0.87
motu.csv,1.0,1.0,0.94,1.0,0.92,0.92,0.08,0.62,1.0,0.08,1.0,0.07,0.92
nh3d.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0
sarasvati.csv,0.67,1.0,1.0,0.09,1.0,1.0,0.18,1.0,1.0,0.97,0.89,0.01,1.0
wgs-assembler.csv,0.05,0.31,0.94,0.92,0.86,0.87,0.62,0.6,0.76,0.74,0.86,1.03,0.7
zabbix.csv,0.92,0.71,0.96,0.76,0.77,1.03,0.7,0.66,0.99,0.8,0.01,1.21,0.65
