,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.05,0.15,1.0,0.08,0.05
nabu-library.csv,0.63,0.42,0.27,0.41,0.99
pcgen.csv,0.2,0.95,0.3,0.49,0.08
selenium.csv,0.97,0.62,0.64,0.65,0.4
tolven.csv,0.1,0.45,0.0,0.89,0.04
