,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.3,0.63,0.48,0.56,0.57,0.35,0.35,0.52
chaperon.csv,0.44,0.78,0.88,0.48,0.8,0.68,0.86,0.98
forester-atv.csv,0.44,0.0,0.75,0.75,0.64,0.86,0.0,0.58
gephex.csv,0.53,0.52,0.44,0.45,0.36,0.5,0.44,0.44
pokenetonline.csv,0.29,0.49,0.46,0.39,0.41,0.34,0.34,0.39
primefaces.csv,0.32,0.44,0.42,0.39,0.33,0.35,0.49,0.44
rcp-company-uibindings.csv,0.33,0.43,0.53,0.5,0.68,0.38,0.34,0.43
yarp0.csv,0.47,0.6,0.55,0.53,0.66,0.48,0.67,0.56
