,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.88,0.63,0.0,0.44,0.43,1.0,0.5,0.45
chaperon.csv,0.5,0.27,1.0,0.62,0.23,0.38,0.12,0.19
forester-atv.csv,0.85,0.02,0.5,0.06,0.38,0.06,0.0,0.29
gephex.csv,0.27,0.92,0.25,0.81,0.88,0.73,0.68,0.62
pokenetonline.csv,0.92,0.85,0.75,0.94,0.7,0.93,0.75,0.72
primefaces.csv,0.88,1.0,0.75,1.0,1.0,1.0,0.75,0.56
rcp-company-uibindings.csv,0.85,0.4,0.5,0.56,0.27,0.61,0.57,0.87
yarp0.csv,0.62,0.4,1.0,0.62,0.38,0.52,0.4,0.42
