,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.4,0.67,0.0,0.26,0.93,0.63,0.59,0.98
chaperon.csv,0.38,0.43,0.5,0.37,0.56,0.66,0.71,0.98
forester-atv.csv,0.69,1.0,0.5,0.25,0.92,0.57,0.0,0.96
gephex.csv,0.23,0.59,0.02,0.32,0.69,0.76,0.69,0.97
pokenetonline.csv,0.41,0.58,0.08,0.33,0.91,0.67,0.64,0.97
primefaces.csv,0.4,0.56,0.12,0.3,0.71,0.63,0.81,0.97
rcp-company-uibindings.csv,0.48,0.51,0.13,0.41,0.84,0.65,0.61,1.0
yarp0.csv,0.53,0.44,0.12,0.53,0.66,0.66,0.67,0.95
