,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.85,0.4,0.48,0.53,0.08,1.0,0.52,0.2
chaperon.csv,0.52,0.44,0.08,0.45,0.44,0.34,0.07,0.1
forester-atv.csv,0.25,0.0,0.04,0.08,0.08,0.07,0.0,0.3
gephex.csv,0.57,0.79,0.83,0.71,0.96,0.39,0.44,0.4
pokenetonline.csv,0.85,0.77,0.71,0.82,0.16,0.8,0.63,0.5
primefaces.csv,0.85,0.98,0.44,1.0,1.0,1.0,0.26,0.4
rcp-company-uibindings.csv,0.6,0.48,0.27,0.34,0.12,0.56,0.56,0.0
yarp0.csv,0.35,0.65,0.6,0.24,0.48,0.46,0.3,0.5
