,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.37,0.68,0.54,0.58,0.45,0.77,0.68,0.73
archive-crawler.csv,0.32,0.8,0.57,0.45,0.6,0.48,0.44,0.53
jcae.csv,0.0,0.79,0.34,0.3,0.63,0.77,0.25,0.8
openmalaria.csv,0.61,0.24,0.64,0.75,0.57,0.75,0.61,0.66
popeye-chess.csv,0.54,0.63,0.66,0.54,0.64,0.73,0.73,0.83
rhex.csv,0.88,0.47,0.2,0.36,0.26,0.01,0.56,0.64
rocrail.csv,0.46,0.67,0.45,0.62,0.63,0.72,0.62,0.86
truevision.csv,0.37,0.61,0.54,0.69,0.3,0.67,0.71,0.7
