,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.75,0.54,0.85,0.66,0.59,0.46,0.57,0.42,0.45,0.96
haphazard.csv,0.95,0.97,0.0,0.98,0.95,0.0,0.85,0.8,0.92,0.95
jicarilla.csv,0.96,0.0,0.85,0.97,0.5,0.5,0.75,0.88,0.67,0.0
ondex.csv,0.69,0.82,0.0,0.76,0.43,0.89,0.0,0.47,0.66,0.97
optalgtoolkit.csv,0.5,0.5,0.91,0.41,0.5,0.58,0.47,0.38,0.67,0.53
ossim.csv,0.8,0.67,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.51,0.43,0.71,0.5,0.41,0.3,0.59,0.64,0.52,0.4
sabbu.csv,0.53,0.62,0.92,0.5,0.5,0.69,0.56,0.62,0.46,0.51
vxl.csv,0.67,0.88,0.57,0.92,0.68,0.67,0.5,0.34,0.93,0.96
zact.csv,0.5,0.0,0.0,0.5,0.86,0.58,0.0,0.86,0.0,0.0
