,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.32,0.28,0.17,0.1,0.12,0.26,0.63,0.99,0.26,0.18
haphazard.csv,0.13,0.13,0.0,0.05,0.07,0.1,0.6,0.16,1.0,0.12
jicarilla.csv,0.22,0.0,0.96,0.04,0.0,0.1,0.05,0.27,0.0,0.0
ondex.csv,0.5,0.28,0.0,0.04,0.12,0.36,0.0,0.69,0.4,0.95
optalgtoolkit.csv,0.67,0.38,0.09,0.14,0.14,1.0,0.62,0.64,0.05,0.26
ossim.csv,0.1,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.67,0.4,0.54,0.15,0.14,0.51,1.0,0.39,0.35,0.28
sabbu.csv,0.99,0.29,0.13,0.15,0.1,0.34,0.53,0.44,0.27,0.36
vxl.csv,0.45,0.96,0.69,0.02,0.0,0.09,0.68,0.8,0.15,0.1
zact.csv,0.07,0.0,0.0,0.11,1.0,0.47,0.0,0.2,0.0,0.0
