,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.0,10.0,0.0,77.0,10.0,1.0,1.0,0.0,1.0,10.0
haphazard.csv,6.0,25.0,69.0,45.0,5.0,0.0,1.0,0.0,0.0,9.0
jicarilla.csv,1.0,150.0,1.0,25.0,125.0,1.0,3.0,0.0,64.0,195.0
ondex.csv,1.0,1.0,69.0,36.0,16.0,0.0,63.0,1.0,0.0,0.0
optalgtoolkit.csv,3.0,0.0,1.0,53.0,12.0,0.0,1.0,1.0,14.0,2.0
ossim.csv,0.0,150.0,69.0,0.0,125.0,49.0,63.0,61.0,64.0,195.0
projectts.csv,1.0,0.0,3.0,19.0,11.0,0.0,0.0,1.0,0.0,1.0
sabbu.csv,0.0,0.0,3.0,7.0,11.0,0.0,3.0,0.0,0.0,0.0
vxl.csv,5.0,0.0,4.0,87.0,125.0,1.0,1.0,0.0,2.0,1.0
zact.csv,0.0,150.0,69.0,1.0,0.0,1.0,63.0,0.0,64.0,195.0
