,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.0,0.08,0.69,0.0,0.62,0.84
fluent-nhibernate.csv,0.05,0.05,0.12,0.01,0.0,0.01
h2database.csv,0.2,0.0,0.1,0.0,0.08,0.08
jaql.csv,0.36,0.42,0.19,0.0,0.54,0.15
raven-monitoring.csv,0.59,0.5,0.0,0.56,0.77,0.5
v8.csv,0.29,0.33,0.21,0.29,0.0,0.27
