,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,1.0,0.15,0.43,1.0,0.92,0.06
fluent-nhibernate.csv,0.32,0.26,0.25,0.71,1.0,0.94
h2database.csv,0.2,1.0,0.17,1.0,0.96,0.24
jaql.csv,0.18,0.14,0.57,1.0,0.92,0.29
raven-monitoring.csv,0.12,0.08,1.0,0.37,0.93,0.01
v8.csv,0.17,0.15,0.56,0.54,1.0,0.21
