,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.98,0.97,0.48,0.88,0.72,0.53
fluent-nhibernate.csv,0.95,0.96,0.88,0.86,0.88,0.94
h2database.csv,0.8,0.98,0.83,0.67,0.96,0.94
jaql.csv,0.47,0.49,0.61,0.57,0.58,0.69
raven-monitoring.csv,0.52,0.57,0.62,0.56,0.6,0.69
v8.csv,0.55,0.54,0.52,0.47,0.44,0.49
