,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.41,0.42,0.88,0.37,0.55,0.44,0.38,0.5,0.48,0.56,0.59,0.64,0.37,0.44,0.42
fluidium.csv,0.5,0.8,0.0,0.86,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.56,0.67
guineu.csv,0.54,0.48,0.63,0.52,0.49,0.58,0.52,0.49,0.87,0.61,0.67,0.49,0.61,0.46,0.61
inkscape.csv,0.5,0.42,0.49,0.41,0.91,0.97,0.46,0.56,0.65,0.53,0.94,0.43,0.45,0.45,0.34
mpqc.csv,0.96,0.96,0.0,0.0,0.79,0.97,0.92,0.91,0.97,0.98,0.79,0.54,0.96,0.67,0.83
nsis.csv,0.43,0.5,0.55,0.87,0.46,0.9,0.45,0.72,0.61,0.61,0.6,0.4,0.51,0.84,0.43
octave.csv,0.63,0.68,0.5,0.86,0.64,0.96,0.93,0.55,0.95,0.82,0.8,0.69,0.93,0.65,0.94
owfs.csv,0.3,0.41,0.49,0.45,0.39,0.49,0.36,0.4,0.54,0.42,0.46,0.35,0.4,0.44,0.32
owlib.csv,0.32,0.38,0.36,0.37,0.36,0.39,0.34,0.31,0.38,0.37,0.36,0.44,0.33,0.35,0.92
pamguard.csv,0.69,0.69,0.47,0.48,0.68,0.77,0.5,0.5,0.5,0.69,0.88,0.59,0.42,0.67,0.47
prelude.csv,0.31,0.4,0.47,0.42,0.36,0.42,0.33,0.43,0.54,0.44,0.45,0.38,0.36,0.4,0.32
robocode.csv,0.41,0.52,0.0,0.56,0.48,0.42,0.38,0.48,0.47,0.51,0.43,0.47,0.4,0.36,0.4
uwom-server.csv,0.93,0.88,0.0,0.57,0.53,0.53,0.5,0.6,0.53,0.49,0.52,0.43,0.91,0.36,0.63
zengine.csv,0.31,0.4,0.44,0.37,0.4,0.44,0.36,0.43,0.55,0.43,0.47,0.42,0.37,0.45,0.33
zildo.csv,0.45,0.37,0.5,0.39,0.65,0.65,0.47,0.73,0.42,0.49,0.5,0.65,0.42,0.57,0.33
