,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.58,0.47,0.02,0.57,0.39,0.46,0.54,0.75
jlinalg.csv,0.0,0.61,0.64,0.68,0.19,0.6,0.58,0.56
jmule.csv,0.47,0.76,0.72,0.38,0.44,0.42,0.43,0.04
knowledge.csv,0.37,0.58,0.61,0.94,0.2,0.93,0.56,0.64
massiv.csv,1.0,1.0,0.99,1.0,1.0,0.25,1.0,1.0
ng4j.csv,0.68,0.63,0.62,0.53,0.5,0.35,0.05,0.58
playerstage.csv,0.69,0.59,0.53,0.05,0.58,0.38,0.55,0.65
superwaba.csv,0.66,0.08,0.51,0.46,0.35,0.62,0.69,0.57
