,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.5,0.6,0.99,0.63,0.68,0.72,0.54,0.33
jlinalg.csv,1.0,0.64,0.66,0.63,0.84,0.66,0.72,0.61
jmule.csv,0.59,0.28,0.37,0.71,0.64,0.73,0.64,0.97
knowledge.csv,0.72,0.53,0.6,0.24,0.95,0.27,0.66,0.64
massiv.csv,0.0,0.0,0.01,0.0,0.0,0.79,0.0,0.0
ng4j.csv,0.37,0.44,0.59,0.61,0.56,0.9,0.96,0.47
playerstage.csv,0.37,0.5,0.61,0.96,0.49,0.74,0.54,0.43
superwaba.csv,0.42,0.93,0.62,0.67,0.7,0.75,0.47,0.56
