,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.07,0.33,0.14,0.78,0.1,0.45,0.5,0.62,0.15,0.25,0.57,0.35,0.05,0.2,0.37,0.87
chipster.csv,0.0,0.07,0.34,0.17,0.26,0.7,0.25,0.27,0.62,0.13,0.48,0.05,0.08,0.07,0.58,0.55
delphilhlplib.csv,0.4,0.72,0.34,0.33,0.17,0.61,0.25,0.24,0.1,0.52,0.33,0.78,0.25,0.49,0.74,0.24
emite.csv,0.09,0.65,0.55,0.28,0.11,0.12,0.38,0.41,0.33,0.96,0.29,0.32,0.26,0.26,0.26,0.25
hydrate.csv,0.11,0.26,0.42,0.33,0.2,0.7,0.62,0.7,0.64,0.13,0.14,0.15,0.05,0.2,0.53,0.87
ivataopenportal.csv,0.44,0.89,0.97,0.72,0.3,0.91,0.88,0.86,0.82,0.73,0.67,0.78,0.21,0.75,0.74,0.97
jppf-project.csv,0.47,0.84,0.67,0.17,0.3,0.64,0.12,0.57,0.41,0.73,0.86,0.78,0.37,0.45,0.79,0.61
kolmafia.csv,0.93,0.96,0.85,0.22,0.98,1.0,0.88,0.84,0.26,0.85,0.95,0.82,0.68,0.91,0.63,0.92
l2j.csv,0.56,0.89,0.59,1.0,0.1,0.7,0.75,0.59,0.51,0.87,0.33,0.72,0.36,0.67,0.21,0.51
mb-unit.csv,0.93,0.44,0.79,1.0,0.99,0.85,1.0,0.84,1.0,0.35,0.33,0.12,0.76,0.48,0.95,1.0
opde.csv,0.2,0.76,0.6,1.0,0.27,0.3,0.75,0.49,0.85,0.67,0.29,0.28,0.37,0.45,0.63,0.97
pamguard.csv,0.47,0.28,0.61,0.94,0.41,0.42,0.25,0.65,0.05,0.98,1.0,0.5,0.21,0.46,0.37,0.74
quark.csv,0.07,0.22,0.09,0.06,0.02,0.0,0.0,0.03,0.03,0.23,0.0,0.2,0.07,0.25,0.05,0.0
stajistics.csv,0.76,0.23,0.6,1.0,0.33,0.97,1.0,1.0,1.0,0.31,0.43,0.18,0.46,0.38,1.0,0.99
tigermud.csv,0.33,0.26,0.22,0.0,0.96,0.15,0.25,0.19,0.28,0.27,0.43,0.5,0.22,0.38,0.68,0.55
