,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.12,0.41,0.14,0.68,0.14,0.49,0.42,0.74,0.26,0.38,0.54,0.23,0.04,0.2,0.3,1.0
chipster.csv,0.0,0.18,0.59,0.36,0.4,0.75,0.55,0.41,0.81,0.08,0.43,0.13,0.13,0.27,0.85,0.0
delphilhlplib.csv,0.56,0.61,0.39,0.79,0.26,0.64,0.21,0.32,0.23,0.69,0.37,0.77,0.28,0.63,0.76,0.0
emite.csv,0.28,0.62,0.59,0.79,0.24,0.08,0.47,0.53,0.51,0.92,0.31,0.68,0.3,0.53,0.55,0.0
hydrate.csv,0.16,0.37,0.48,0.6,0.31,0.8,0.53,0.75,0.91,0.08,0.29,0.26,0.13,0.5,0.67,1.0
ivataopenportal.csv,0.52,0.93,0.94,0.96,0.72,0.98,0.78,0.92,0.91,1.0,0.71,0.81,0.38,0.9,0.73,1.0
jppf-project.csv,0.64,0.73,0.73,0.38,0.32,0.64,0.74,0.53,0.45,0.69,0.71,0.97,0.4,0.47,0.73,1.0
kolmafia.csv,0.8,0.93,0.85,0.42,1.0,0.97,0.91,0.89,0.7,1.0,0.94,0.94,0.93,1.0,0.85,1.0
l2j.csv,0.56,0.86,0.64,1.0,0.24,0.63,0.6,0.66,0.62,1.0,0.46,0.71,0.73,0.67,0.3,0.0
mb-unit.csv,1.0,0.68,0.92,0.83,1.0,0.95,0.99,0.91,1.0,0.31,0.4,0.23,0.92,0.8,0.91,1.0
opde.csv,0.56,0.75,0.67,0.94,0.4,0.36,0.54,0.56,0.94,0.69,0.4,0.42,0.36,0.7,0.91,0.0
pamguard.csv,0.32,0.42,0.59,1.0,0.49,0.71,0.39,0.69,0.38,0.92,0.83,0.45,0.31,0.57,0.3,1.0
quark.csv,0.12,0.13,0.09,0.15,0.04,0.07,0.0,0.05,0.02,0.85,0.09,0.29,0.11,0.27,0.06,0.0
stajistics.csv,0.64,0.45,0.83,0.94,0.4,0.97,0.91,0.98,1.0,0.23,0.51,0.26,0.48,0.6,1.0,1.0
tigermud.csv,0.28,0.32,0.33,0.15,0.97,0.25,0.43,0.27,0.57,0.15,0.71,0.48,0.14,0.57,0.91,1.0
