,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.88,0.68,0.87,0.84,0.87,0.68,0.76,0.68,0.76,0.66,0.73,0.85,0.97,0.83,0.79,0.87
chipster.csv,1.0,0.82,0.53,0.66,0.66,0.74,0.51,0.65,0.64,0.93,0.74,0.87,0.87,0.74,0.6,1.14
delphilhlplib.csv,0.59,0.82,0.7,0.39,0.76,0.7,0.83,0.72,0.77,0.6,0.71,0.81,0.77,0.61,0.78,1.03
emite.csv,0.73,0.75,0.69,0.35,0.77,0.92,0.65,0.62,0.59,0.96,0.74,0.46,0.75,0.53,0.53,1.03
hydrate.csv,0.85,0.68,0.66,0.52,0.72,0.73,0.78,0.74,0.65,0.93,0.73,0.76,0.87,0.54,0.62,0.87
ivataopenportal.csv,0.65,0.89,0.97,0.72,0.41,0.91,0.9,0.87,0.82,0.73,0.73,0.8,0.65,0.76,0.79,0.97
jppf-project.csv,0.59,0.88,0.72,0.64,0.75,0.73,0.29,0.73,0.69,0.79,0.9,0.78,0.7,0.7,0.84,0.61
kolmafia.csv,0.95,0.96,0.87,0.63,0.98,1.0,0.88,0.85,0.39,0.85,0.95,0.83,0.69,0.91,0.65,0.92
l2j.csv,0.71,0.9,0.7,1.0,0.76,0.79,0.85,0.68,0.64,0.87,0.64,0.78,0.44,0.75,0.73,1.12
mb-unit.csv,0.93,0.55,0.8,1.01,0.99,0.85,1.0,0.84,1.0,0.77,0.69,0.78,0.77,0.52,0.95,1.0
opde.csv,0.48,0.8,0.69,1.0,0.66,0.71,0.88,0.66,0.85,0.74,0.66,0.64,0.74,0.54,0.64,1.39
pamguard.csv,0.82,0.64,0.74,0.94,0.66,0.51,0.66,0.72,0.62,0.98,1.01,0.74,0.72,0.63,0.79,0.74
quark.csv,0.88,0.9,0.91,0.85,0.96,0.93,1.0,0.95,0.98,0.28,0.91,0.74,0.89,0.77,0.94,1.0
stajistics.csv,0.84,0.6,0.63,1.0,0.69,0.97,1.0,1.0,1.0,0.83,0.65,0.76,0.7,0.55,1.0,0.99
tigermud.csv,0.79,0.73,0.7,0.85,0.96,0.76,0.62,0.75,0.51,0.89,0.52,0.72,0.89,0.57,0.69,0.55
