,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.68,0.37,0.69,0.52,0.88
n2cms.csv,0.35,0.51,0.92,0.64,0.77
nassp.csv,0.71,0.74,0.73,0.32,0.77
nug.csv,0.7,0.94,0.4,0.63,0.6
oorexx.csv,0.87,0.52,0.85,0.39,0.47
