,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,2.0,0.0,13.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,1.0,0.0
cubefs.csv,2.0,2.0,34.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0
gisgraphy.csv,3.0,1.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0
iaml.csv,1.0,0.0,9.0,3.0,1.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
ivatamasks.csv,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0
kolmafia.csv,4.0,0.0,15.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0
ogrehg.csv,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,11.0,3.0,0.0
olex2.csv,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
openwbem.csv,4.0,0.0,24.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,3.0,1.0,1.0
oppna-program-hsatools.csv,3.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,1.0
orc.csv,1.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,159.0,3.0,4.0,130.0,50.0,1.0
ta3d.csv,1.0,3.0,41.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
umber.csv,0.0,7.0,19.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0
xcmetadataservicestoolkit.csv,1.0,14.0,12.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,9.0
