,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.91,0.92,0.84,0.98,0.52,0.69,0.81,0.76,0.06,0.93,0.85,0.7,0.75,0.94
cubefs.csv,0.49,0.38,0.54,0.66,0.26,0.32,0.79,0.0,0.28,0.53,0.87,0.69,0.62,0.73
gisgraphy.csv,0.62,0.09,0.43,0.11,0.78,0.3,0.38,0.29,0.78,0.4,0.26,0.41,0.31,0.0
iaml.csv,0.6,0.49,0.61,0.34,0.65,0.56,0.02,0.5,0.58,0.67,0.54,0.58,0.5,0.65
ivatamasks.csv,0.6,0.5,0.44,0.0,0.43,0.42,0.33,0.15,0.33,0.47,0.46,0.55,0.75,0.67
kolmafia.csv,0.18,0.29,0.32,0.38,0.04,0.4,0.47,0.03,0.19,0.6,0.0,0.3,0.31,0.71
ogrehg.csv,0.51,0.36,0.28,0.06,0.74,0.03,0.47,0.59,0.39,0.67,0.59,0.48,0.62,0.31
olex2.csv,0.35,0.24,0.49,0.21,0.0,0.45,0.29,0.38,0.25,0.53,0.31,0.01,0.44,0.71
openwbem.csv,0.67,0.01,0.64,0.34,0.7,0.66,0.6,0.88,0.5,0.73,0.51,0.65,0.31,0.56
oppna-program-hsatools.csv,0.89,0.93,0.5,1.0,0.04,0.72,0.59,0.85,0.11,0.73,0.77,0.32,0.56,0.88
orc.csv,0.56,0.05,0.0,0.09,0.48,0.07,0.25,0.21,0.0,0.47,0.62,0.0,0.0,0.38
ta3d.csv,0.6,0.36,0.78,0.47,0.83,0.61,0.49,0.53,0.58,0.6,0.67,0.73,0.0,0.58
umber.csv,0.02,0.21,0.29,0.32,0.22,0.54,0.44,0.15,0.17,0.47,0.51,0.58,0.38,0.15
xcmetadataservicestoolkit.csv,0.71,0.32,0.69,0.55,0.09,0.26,0.72,0.03,0.39,0.0,0.56,0.28,0.06,0.71
