,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.33,0.3,0.49,0.09,0.74,0.65,0.5,0.55,0.97,0.27,0.45,0.61,0.61,0.23
cubefs.csv,0.77,0.51,0.33,0.68,0.56,0.33,0.51,0.99,0.17,0.57,0.42,0.59,0.54,0.4
gisgraphy.csv,0.52,0.17,0.46,0.11,0.4,0.37,0.47,0.39,0.27,0.23,0.36,0.31,0.33,1.0
iaml.csv,0.53,0.49,0.63,0.53,0.51,0.61,0.96,0.37,0.47,0.47,0.45,0.64,0.53,0.55
ivatamasks.csv,0.71,0.45,0.74,0.98,0.63,0.47,0.34,0.2,0.3,0.46,0.45,0.58,0.51,0.45
kolmafia.csv,0.42,0.62,0.63,0.67,0.56,0.54,0.32,0.12,0.11,0.6,0.98,0.55,0.47,0.44
ogrehg.csv,0.24,0.54,0.53,0.37,0.42,0.92,0.61,0.52,0.33,0.5,0.44,0.53,0.59,0.4
olex2.csv,0.13,0.45,0.34,0.47,0.56,0.58,0.33,0.5,0.22,0.51,0.48,0.97,0.5,0.44
openwbem.csv,0.62,0.94,0.65,0.56,0.45,0.54,0.48,0.39,0.46,0.52,0.54,0.57,0.52,0.64
oppna-program-hsatools.csv,0.38,0.27,0.72,0.0,0.98,0.55,0.57,0.44,0.43,0.61,0.56,0.51,0.67,0.33
orc.csv,0.06,0.1,1.0,0.15,0.54,0.16,0.3,0.34,0.0,0.18,0.46,0.0,0.0,0.7
ta3d.csv,0.66,0.62,0.4,0.7,0.46,0.52,0.52,0.48,0.63,0.64,0.62,0.55,0.95,0.76
umber.csv,1.0,0.33,0.58,0.58,0.56,0.52,0.33,0.3,0.07,0.51,0.67,0.48,0.58,0.17
xcmetadataservicestoolkit.csv,0.56,0.4,0.55,0.63,0.27,0.3,0.59,0.22,0.5,1.0,0.59,0.2,0.11,0.34
