,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.33,0.5,0.32,0.43,0.41,0.43,0.42,0.41,0.56,0.33,0.36,0.36,0.38,0.3
cubefs.csv,0.41,0.63,0.51,0.45,0.52,0.82,0.45,0.49,0.96,0.41,0.35,0.4,0.48,0.38
gisgraphy.csv,0.47,0.98,0.61,0.93,0.58,0.9,0.83,0.73,0.73,0.86,0.72,0.8,0.93,0.73
iaml.csv,0.43,0.66,0.42,0.55,0.53,0.47,0.58,0.73,0.65,0.48,0.52,0.42,0.37,0.38
ivatamasks.csv,0.4,0.76,0.51,0.44,0.55,0.67,0.64,0.94,0.89,0.48,0.58,0.5,0.5,0.4
kolmafia.csv,0.71,0.45,0.49,0.37,0.48,0.41,0.44,0.89,0.83,0.39,0.41,0.44,0.4,0.33
ogrehg.csv,0.69,0.55,0.64,0.74,0.61,0.65,0.64,0.56,0.61,0.48,0.61,0.5,0.53,0.7
olex2.csv,0.81,0.62,0.47,0.63,0.61,0.45,0.67,0.56,0.82,0.45,0.58,0.53,0.42,0.38
openwbem.csv,0.44,0.63,0.43,0.59,0.57,0.62,0.51,0.45,0.66,0.42,0.5,0.45,0.59,0.4
oppna-program-hsatools.csv,0.36,0.52,0.41,0.43,0.41,0.47,0.4,0.47,0.73,0.33,0.38,0.46,0.39,0.35
orc.csv,0.69,0.97,0.94,0.94,0.57,0.97,0.94,0.57,0.0,0.85,0.55,0.0,0.0,0.53
ta3d.csv,0.42,0.48,0.36,0.45,0.46,0.47,0.51,0.55,0.62,0.38,0.4,0.41,0.42,0.39
umber.csv,0.6,0.78,0.54,0.46,0.43,0.44,0.48,0.84,0.92,0.52,0.35,0.44,0.42,0.9
xcmetadataservicestoolkit.csv,0.42,0.81,0.39,0.49,0.93,0.85,0.4,0.93,0.48,0.4,0.42,0.9,0.75,0.38
