,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.11,0.95,0.98,0.98,0.98,0.29,1.0,1.0,1.0,0.93,0.1,0.98,0.93,1.0,1.0,0.97,0.94,1.0,0.94
auber.csv,1.0,0.55,0.69,0.48,0.44,0.95,0.06,0.48,0.38,0.52,1.0,0.3,0.25,0.51,1.0,0.97,0.61,0.53,0.12
cortex-vfx.csv,0.0,0.0,0.67,1.0,0.0,0.0,0.79,1.0,1.0,0.87,0.0,0.82,0.96,0.04,1.0,0.93,1.0,1.0,0.91
duplicati.csv,0.16,1.0,0.93,1.0,1.0,0.49,1.0,1.0,1.0,1.0,0.12,0.99,1.0,1.0,0.0,1.0,0.94,1.0,1.0
empserver.csv,0.0,0.0,0.69,0.92,0.0,0.0,0.15,0.9,0.85,0.58,0.0,0.29,0.31,0.12,1.0,0.45,0.67,1.0,0.4
flylegacy.csv,1.0,0.55,0.75,0.48,0.62,1.0,0.03,0.8,0.69,0.72,1.0,0.34,0.29,0.28,1.0,0.1,0.61,0.53,0.1
galaxium.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,0.92,0.02,0.0,0.07,0.11,0.0,1.0,0.0,0.83,1.0,0.0
gotjava.csv,0.0,0.0,0.0,0.78,0.0,0.0,0.79,0.64,0.77,0.03,0.0,0.16,0.29,0.0,0.0,0.0,0.61,0.67,0.66
growl-for-windows.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.66,0.85,0.07,0.0,0.15,0.16,0.0,0.0,0.0,0.17,0.6,0.0
k3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libarchive.csv,0.0,0.0,0.21,1.0,0.0,0.0,0.45,0.97,1.0,0.38,0.0,0.41,0.42,0.0,0.0,0.41,0.89,1.0,0.13
linux-ntfs.csv,0.0,0.0,0.65,1.0,0.0,0.0,0.48,1.0,1.0,0.83,0.0,0.87,0.62,0.03,1.0,0.21,0.89,1.0,0.65
m-a-d-n-e-s-s.csv,0.0,0.0,0.02,0.98,0.0,0.0,0.33,0.9,0.92,0.12,0.0,0.17,0.22,0.0,1.0,0.0,0.67,1.0,0.28
novembre.csv,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.79,0.31,0.02,0.0,0.21,0.05,0.0,0.0,0.0,0.39,0.67,0.0
tweetsharp.csv,1.0,1.0,1.0,0.38,1.0,1.0,0.91,0.72,0.85,1.0,1.0,0.97,0.95,1.0,1.0,1.0,0.72,0.33,0.87
unladen-swallow.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wishmaster.csv,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
