,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,7.0,0.0,368.0,5.0,0.0,220.0,1.0,17.0,0.0,1.0,1.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,5.0
auber.csv,3.0,0.0,228.0,2.0,0.0,1832.0,0.0,13.0,1.0,4.0,3.0,3.0,1.0,18.0,1.0,0.0,0.0,0.0,3.0
cortex-vfx.csv,2958.0,84.0,490.0,6.0,205.0,2488.0,0.0,17.0,0.0,4.0,367.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
duplicati.csv,9.0,0.0,346.0,6.0,0.0,694.0,1.0,17.0,0.0,4.0,8.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0
empserver.csv,2958.0,84.0,490.0,5.0,205.0,2488.0,0.0,15.0,1.0,2.0,367.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0
flylegacy.csv,3.0,0.0,490.0,1.0,0.0,1950.0,0.0,10.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0
galaxium.csv,2958.0,84.0,490.0,6.0,205.0,2488.0,0.0,17.0,0.0,0.0,367.0,3.0,0.0,355.0,0.0,54.0,0.0,0.0,0.0
gotjava.csv,2958.0,84.0,0.0,5.0,205.0,2488.0,7.0,13.0,0.0,2.0,367.0,2.0,9.0,355.0,0.0,0.0,2.0,0.0,7.0
growl-for-windows.csv,2958.0,84.0,490.0,5.0,205.0,2488.0,68.0,2.0,0.0,3.0,367.0,0.0,3.0,355.0,0.0,54.0,0.0,2.0,0.0
k3d.csv,2958.0,84.0,490.0,54.0,205.0,2488.0,68.0,74.0,51.0,84.0,367.0,121.0,121.0,355.0,58.0,54.0,53.0,56.0,116.0
libarchive.csv,2958.0,84.0,10.0,6.0,205.0,2488.0,0.0,15.0,0.0,2.0,367.0,6.0,0.0,355.0,0.0,3.0,0.0,0.0,0.0
linux-ntfs.csv,2958.0,84.0,490.0,6.0,205.0,2488.0,0.0,17.0,1.0,3.0,367.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,6.0
m-a-d-n-e-s-s.csv,2958.0,84.0,490.0,6.0,205.0,2488.0,0.0,12.0,0.0,2.0,367.0,3.0,2.0,355.0,0.0,0.0,1.0,0.0,3.0
novembre.csv,2958.0,84.0,490.0,0.0,205.0,2488.0,68.0,74.0,1.0,84.0,367.0,121.0,121.0,355.0,58.0,54.0,53.0,0.0,116.0
qtwin.csv,2958.0,84.0,490.0,54.0,205.0,2488.0,68.0,74.0,51.0,84.0,367.0,121.0,121.0,355.0,58.0,54.0,53.0,56.0,116.0
st-filteredstatistics.csv,2958.0,84.0,490.0,3.0,205.0,2488.0,0.0,8.0,0.0,84.0,367.0,6.0,0.0,355.0,0.0,54.0,0.0,1.0,0.0
tweetsharp.csv,3.0,0.0,379.0,5.0,0.0,1950.0,1.0,8.0,0.0,4.0,3.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0
unladen-swallow.csv,2958.0,84.0,490.0,54.0,205.0,2488.0,68.0,74.0,51.0,84.0,367.0,121.0,121.0,355.0,58.0,54.0,53.0,56.0,116.0
wishmaster.csv,2958.0,84.0,490.0,54.0,205.0,2488.0,68.0,0.0,0.0,84.0,367.0,121.0,121.0,355.0,0.0,54.0,0.0,56.0,116.0
