,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.66,0.95,0.98,0.97,0.98,0.29,1.0,1.0,1.0,0.93,0.42,0.98,0.93,1.0,1.0,0.97,0.94,1.0,0.94
auber.csv,1.0,0.62,0.69,0.67,0.62,0.95,0.67,0.8,0.49,0.57,1.0,0.5,0.3,0.6,1.1,0.97,0.68,0.62,0.68
cortex-vfx.csv,1.0,1.0,1.2,1.0,1.0,1.0,0.81,1.0,1.0,0.87,1.0,0.82,0.96,0.79,1.0,0.93,1.0,1.0,0.91
duplicati.csv,0.59,1.0,0.93,1.0,1.0,0.49,1.0,1.0,1.0,1.0,0.46,0.99,1.0,1.0,0.0,1.0,0.94,1.0,1.0
empserver.csv,1.0,1.0,1.21,0.93,1.0,1.0,0.29,0.9,0.85,0.65,1.0,0.49,0.38,0.83,1.01,0.52,0.72,1.0,0.55
flylegacy.csv,1.0,0.55,1.25,0.54,0.7,1.0,0.81,0.8,0.7,0.72,1.0,0.53,0.45,0.62,1.08,0.85,0.7,0.59,0.76
galaxium.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,0.92,0.68,1.0,0.29,0.72,1.0,1.01,1.0,0.84,1.0,0.92
gotjava.csv,1.0,1.0,0.0,0.9,1.0,1.0,0.85,0.66,0.83,0.88,1.0,0.7,0.96,1.0,0.4,0.88,0.86,0.83,0.77
growl-for-windows.csv,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.66,0.85,0.8,1.0,0.62,0.9,1.0,0.28,1.0,0.18,0.65,0.98
k3d.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
libarchive.csv,1.0,1.0,0.21,1.0,1.0,1.0,0.7,0.97,1.0,0.53,1.0,0.43,0.48,1.0,0.02,0.59,0.89,1.0,0.43
linux-ntfs.csv,1.0,1.0,1.19,1.0,1.0,1.0,0.55,1.0,1.0,0.84,1.0,0.87,0.67,0.97,1.0,0.31,0.96,1.0,0.67
m-a-d-n-e-s-s.csv,1.0,1.0,1.0,0.97,1.0,1.0,0.62,0.9,0.92,0.34,1.0,0.41,0.48,1.0,1.0,0.96,0.8,1.0,0.43
novembre.csv,1.0,1.0,1.0,0.47,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0
qtwin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
st-filteredstatistics.csv,1.0,1.0,1.0,0.9,1.0,1.0,0.97,0.79,0.31,1.0,1.0,0.55,0.93,1.0,0.45,1.0,0.41,0.75,0.94
tweetsharp.csv,1.0,1.0,1.0,0.55,1.0,1.0,0.92,0.84,0.86,1.0,1.0,0.97,0.95,1.0,1.0,1.0,0.74,0.34,0.88
unladen-swallow.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wishmaster.csv,1.0,1.0,1.0,1.01,1.0,1.0,1.0,0.43,0.82,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.97,1.0,1.0
