,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.74,0.35,0.34,0.35,0.34,0.47,0.41,0.39,0.29,0.36,0.47,0.34,0.39,0.42,0.32,0.39,0.42,0.39,0.43
auber.csv,0.48,0.39,0.38,0.48,0.55,0.47,0.93,0.41,0.41,0.48,0.43,0.53,0.49,0.52,0.39,0.41,0.56,0.41,0.88
cortex-vfx.csv,0.0,0.0,0.36,0.35,0.0,0.0,0.38,0.39,0.29,0.41,0.0,0.34,0.38,0.96,0.32,0.37,0.43,0.39,0.45
duplicati.csv,0.63,0.34,0.34,0.35,0.34,0.43,0.41,0.39,0.29,0.39,0.51,0.35,0.39,0.42,0.31,0.4,0.42,0.39,0.44
empserver.csv,0.0,0.0,0.4,0.37,0.0,0.0,0.56,0.4,0.3,0.47,0.0,0.57,0.48,0.98,0.37,0.47,0.55,0.39,0.58
flylegacy.csv,0.48,0.34,0.43,0.43,0.47,0.47,0.88,0.37,0.31,0.43,0.43,0.55,0.53,0.58,0.44,0.86,0.6,0.44,0.95
galaxium.csv,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.39,0.29,0.89,0.0,0.65,0.84,0.0,0.35,0.0,0.45,0.39,0.75
gotjava.csv,0.0,0.0,0.0,0.46,0.0,0.0,0.43,0.51,0.35,0.8,0.0,0.76,0.95,0.0,0.46,0.67,0.4,0.55,0.57
growl-for-windows.csv,0.0,0.0,0.5,0.34,0.0,0.0,0.0,0.34,0.31,0.89,0.0,0.85,0.94,0.0,0.4,0.0,0.54,0.37,0.0
k3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libarchive.csv,0.0,0.0,0.64,0.35,0.0,0.0,0.38,0.37,0.29,0.36,0.0,0.37,0.38,0.0,0.32,0.37,0.41,0.39,0.47
linux-ntfs.csv,0.0,0.0,0.4,0.35,0.0,0.0,0.47,0.39,0.26,0.4,0.0,0.37,0.46,0.9,0.33,0.46,0.33,0.39,0.43
m-a-d-n-e-s-s.csv,0.0,0.0,0.88,0.35,0.0,0.0,0.5,0.38,0.31,0.58,0.0,0.57,0.54,0.0,0.33,0.0,0.41,0.39,0.56
novembre.csv,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.8,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.0,0.0,0.5,0.34,0.0,0.0,0.0,0.37,0.3,0.0,0.0,0.6,0.88,0.0,0.41,0.0,0.5,0.34,0.67
tweetsharp.csv,0.48,0.34,0.34,0.54,0.34,0.47,0.44,0.38,0.34,0.39,0.43,0.37,0.41,0.42,0.35,0.4,0.51,0.43,0.49
unladen-swallow.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wishmaster.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.89,0.88,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
