,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.4,0.21,0.09,0.09,0.09,0.92,0.0,0.0,0.0,0.27,0.63,0.09,0.27,0.0,0.0,0.13,0.24,0.0,0.24
auber.csv,0.0,0.63,0.69,0.53,0.57,0.21,0.38,0.38,0.67,0.68,0.0,0.62,0.83,0.63,0.0,0.13,0.6,0.63,0.38
cortex-vfx.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.42,0.0,0.52,0.17,0.25,0.0,0.27,0.0,0.0,0.33
duplicati.csv,0.49,0.0,0.27,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.0,1.0,0.0,0.24,0.0,0.0
empserver.csv,0.0,0.0,0.0,0.3,0.0,0.0,0.77,0.35,0.45,0.63,0.0,0.62,0.76,0.21,0.0,0.69,0.58,0.0,0.61
flylegacy.csv,0.0,0.77,0.0,0.68,0.58,0.0,0.23,0.56,0.66,0.65,0.0,0.61,0.67,0.48,0.0,0.18,0.59,0.66,0.28
galaxium.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.3,0.37,0.0,0.75,0.32,0.0,0.0,0.0,0.49,0.0,0.1
gotjava.csv,0.0,0.0,1.0,0.41,0.0,0.0,0.47,0.67,0.49,0.15,0.0,0.35,0.11,0.0,0.65,0.15,0.39,0.45,0.53
growl-for-windows.csv,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.69,0.46,0.24,0.0,0.45,0.14,0.0,0.76,0.0,0.92,0.64,0.02
k3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libarchive.csv,0.0,0.0,0.95,0.0,0.0,0.0,0.48,0.13,0.0,0.64,0.0,0.81,0.72,0.0,0.98,0.58,0.38,0.0,0.63
linux-ntfs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.49,0.0,0.42,0.63,0.04,0.0,0.77,0.33,0.0,0.65
m-a-d-n-e-s-s.csv,0.0,0.0,0.0,0.09,0.0,0.0,0.5,0.35,0.3,0.71,0.0,0.66,0.6,0.0,0.0,0.05,0.49,0.0,0.68
novembre.csv,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.0,0.0,0.0,0.38,0.0,0.0,0.04,0.57,0.92,0.0,0.0,0.53,0.09,0.0,0.6,0.0,0.79,0.56,0.07
tweetsharp.csv,0.0,0.0,0.0,0.6,0.0,0.0,0.32,0.47,0.44,0.0,0.0,0.13,0.21,0.0,0.0,0.0,0.6,0.86,0.41
unladen-swallow.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wishmaster.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.21,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
