,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.79,0.68,0.81,0.76,0.25
freenet.csv,0.78,0.77,0.83,0.5,0.19
mediaportal.csv,0.91,0.86,0.79,0.7,0.33
onotoa.csv,0.67,0.65,0.87,0.4,0.15
sqlpower-library.csv,0.87,0.71,0.79,0.5,0.19
