,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.39,0.34,0.67,0.0,0.0,0.02,0.0,0.28,0.0
avisynth2.csv,0.0,0.41,0.0,0.0,0.75,0.06,0.05,0.0,0.01
les-indemodables.csv,0.53,0.55,0.45,0.42,0.13,0.09,0.59,0.38,0.62
lportal.csv,0.0,0.36,0.07,0.4,0.0,0.24,0.52,0.0,0.51
mbse.csv,0.33,0.39,0.39,0.55,0.0,0.12,0.33,0.57,0.45
mplayer-ce.csv,0.51,0.67,0.46,0.38,0.15,0.08,0.57,0.59,0.57
simplewebservices.csv,0.42,0.76,0.42,0.46,0.08,0.12,0.53,0.58,0.38
vapor.csv,0.44,0.66,0.23,0.42,0.1,0.0,0.54,0.51,0.0
zscreen.csv,0.49,0.79,0.42,0.48,0.09,0.09,0.52,0.59,0.59
