,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.6,0.44,0.0,0.51,0.12,0.7,0.29,0.4,0.46,0.44,0.94,0.47,0.37,0.5,0.38,0.5,0.49,0.47,0.44
auber.csv,0.56,0.49,0.0,0.67,0.57,0.61,0.38,0.24,0.7,0.42,0.3,0.45,0.98,0.48,0.0,0.5,0.13,0.52,0.42
cortex-vfx.csv,0.46,0.4,0.0,0.37,0.37,0.83,0.45,0.17,0.36,0.4,0.38,0.47,0.37,0.88,0.45,0.39,0.62,0.58,0.55
empserver.csv,0.6,0.52,0.0,0.65,0.62,0.36,0.95,0.52,0.52,0.51,0.63,0.6,0.59,0.74,0.0,0.51,0.35,0.55,0.51
flylegacy.csv,0.73,0.97,0.0,0.52,0.56,0.67,0.23,0.53,0.52,0.36,0.8,0.67,0.52,0.69,0.33,0.61,0.29,0.5,0.37
galaxium.csv,0.62,0.41,0.0,0.23,0.16,0.2,0.2,0.0,0.49,0.19,0.19,1.0,0.09,0.26,0.38,0.18,0.13,0.12,0.32
growl-for-windows.csv,0.61,0.65,0.72,0.63,0.68,0.96,0.51,0.55,0.71,0.64,0.68,0.68,0.41,0.51,0.8,0.59,0.98,0.56,0.6
k3d.csv,0.19,0.13,0.0,0.37,1.0,0.2,0.17,0.0,0.04,0.1,0.0,0.11,0.11,0.01,0.0,0.1,0.0,0.0,0.31
libarchive.csv,0.7,0.63,0.83,0.72,0.66,0.91,0.43,0.52,0.58,0.62,0.77,0.67,0.51,0.59,0.0,0.56,0.76,0.63,0.97
linux-ntfs.csv,0.63,0.61,0.92,0.48,0.2,0.96,0.37,0.47,0.4,0.49,0.67,0.59,0.41,0.49,0.0,0.93,0.64,0.22,0.48
m-a-d-n-e-s-s.csv,0.36,0.19,0.0,0.16,0.09,0.7,0.1,0.09,0.16,1.0,0.53,0.07,0.09,0.12,0.11,0.1,0.53,0.06,0.28
novembre.csv,0.34,0.1,0.0,1.0,0.16,0.38,0.0,0.17,0.29,0.32,0.2,0.04,0.28,0.21,0.04,0.23,0.2,0.3,0.17
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.61,0.53,0.0,0.52,0.57,0.53,0.45,0.58,1.0,0.54,0.65,0.76,0.47,0.77,0.69,0.59,0.57,0.52,0.64
tweetsharp.csv,0.48,0.26,0.83,0.6,0.51,0.5,0.2,0.41,0.63,0.65,0.61,0.54,0.45,0.6,0.0,0.49,0.68,0.97,0.48
unladen-swallow.csv,0.59,0.47,0.0,0.48,0.42,0.36,0.41,0.45,0.34,0.4,0.25,0.43,0.33,0.01,0.0,0.35,0.28,0.4,0.43
wishmaster.csv,0.17,0.29,0.0,0.16,0.09,0.2,0.0,0.94,0.06,0.24,0.12,0.53,0.05,0.16,0.12,0.0,0.48,0.3,0.0
