,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.58,0.41,0.0,0.47,0.1,0.67,0.25,0.36,0.41,0.4,0.93,0.43,0.33,0.47,0.33,0.46,0.44,0.43,0.39
auber.csv,0.59,0.46,0.0,0.67,0.57,0.67,0.33,0.21,0.72,0.4,0.27,0.43,0.97,0.45,0.45,0.62,0.11,0.52,0.37
cortex-vfx.csv,0.41,0.38,0.0,0.33,0.33,0.83,0.42,0.14,0.31,0.36,0.33,0.43,0.34,0.86,0.4,0.35,0.58,0.57,0.53
empserver.csv,0.6,0.59,0.0,0.73,0.6,0.33,0.94,0.86,0.54,0.84,0.69,0.6,0.58,0.82,0.4,0.58,0.31,0.55,0.49
flylegacy.csv,0.83,0.98,0.0,0.6,0.53,1.0,0.19,0.71,0.51,0.32,0.89,0.66,0.55,0.73,0.28,0.77,0.25,0.48,0.33
galaxium.csv,0.59,0.37,0.0,0.2,0.13,0.17,0.17,0.0,0.44,0.16,0.16,1.0,0.07,0.22,0.33,0.15,0.11,0.1,0.27
growl-for-windows.csv,0.73,0.81,1.0,0.67,0.8,1.0,0.5,0.57,0.77,0.96,0.82,0.77,0.37,0.47,0.76,0.62,0.97,0.62,0.57
k3d.csv,0.16,0.11,0.0,0.33,1.0,0.17,0.14,0.0,0.03,0.08,0.0,0.09,0.09,0.01,0.0,0.08,0.0,0.0,0.27
libarchive.csv,0.85,0.7,1.0,0.8,0.73,1.0,0.39,0.5,0.67,0.64,0.82,0.69,0.49,0.58,0.67,0.62,0.75,0.69,0.96
linux-ntfs.csv,0.63,0.6,1.0,0.47,0.17,1.0,0.33,0.5,0.36,0.48,0.75,0.57,0.37,0.45,0.31,0.92,0.61,0.19,0.43
m-a-d-n-e-s-s.csv,0.31,0.16,0.0,0.13,0.07,0.67,0.08,0.07,0.13,1.0,0.48,0.06,0.07,0.1,0.09,0.08,0.47,0.05,0.24
novembre.csv,0.3,0.08,0.0,1.0,0.13,0.33,0.0,0.14,0.26,0.28,0.17,0.03,0.24,0.18,0.03,0.19,0.17,0.26,0.14
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.89,0.79,0.0,1.0,0.67,0.83,0.89,0.93,1.0,0.56,0.81,0.83,0.51,0.9,0.64,0.73,0.78,0.67,0.78
tweetsharp.csv,0.71,0.22,1.0,0.67,0.47,0.67,0.17,0.86,0.85,0.76,0.91,0.51,0.57,0.69,0.71,0.46,0.72,1.0,0.43
unladen-swallow.csv,0.54,0.51,0.0,0.47,0.47,0.33,0.5,0.43,0.31,0.4,0.25,0.43,0.31,0.01,0.0,0.31,0.47,0.36,0.47
wishmaster.csv,0.14,0.25,0.0,0.13,0.07,0.17,0.0,0.93,0.05,0.2,0.1,0.63,0.04,0.13,0.1,0.0,0.44,0.26,0.0
