,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.6,0.69,0.66,0.64
ngl.csv,0.63,0.57,0.65,0.69
qmmp.csv,0.55,0.6,0.61,0.69
quarkplusplus.csv,0.67,0.62,0.68,0.69
