,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.49,0.42,0.42,0.43
ngl.csv,0.5,0.42,0.46,0.44
qmmp.csv,0.54,0.56,0.53,0.56
quarkplusplus.csv,0.54,0.41,0.5,0.41
