,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.43,0.02,0.42,0.25,0.84,0.55
chaperon.csv,0.33,0.29,0.45,1.0,0.32,0.55
mule.csv,0.68,0.29,0.28,0.5,0.61,0.72
nunit.csv,0.47,0.57,0.38,0.5,0.25,0.65
springside.csv,0.74,0.67,0.28,0.5,0.36,0.52
swtfox.csv,0.39,0.98,0.68,0.5,0.2,0.6
