,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.47,0.8,0.36,0.64,0.45,0.5
chaperon.csv,0.77,0.83,0.65,0.89,0.71,0.61
mule.csv,0.43,0.83,0.61,0.64,0.37,0.45
nunit.csv,0.5,0.53,0.41,0.52,0.67,0.59
springside.csv,0.38,0.49,0.5,0.42,0.52,0.79
swtfox.csv,0.71,0.49,0.78,0.51,0.93,0.58
