,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.3,0.34,0.64,0.74,0.51,0.06,0.33,0.84,0.7,0.37,0.46,0.52
gmerlin.csv,0.33,0.25,0.6,0.0,0.52,0.0,0.48,0.81,0.0,0.34,0.0,0.47
google-gears.csv,0.46,0.19,0.65,0.71,0.43,0.05,0.3,0.85,0.67,0.43,0.48,0.46
gstreamer.csv,0.34,0.12,0.59,0.65,0.42,0.05,0.35,0.79,0.79,0.43,0.45,0.47
lportal.csv,0.0,0.67,0.5,1.0,0.73,0.15,0.17,0.0,0.72,0.5,0.46,0.6
metacosm.csv,0.5,0.15,0.55,0.69,0.59,0.05,0.35,0.9,0.76,0.35,0.43,0.75
mplayer-ce.csv,0.32,0.29,0.54,0.66,0.42,0.04,0.32,0.77,0.8,0.4,0.57,0.5
openmeetings.csv,0.53,0.46,0.77,0.7,0.6,0.08,0.36,0.81,0.72,0.39,0.47,0.56
qgis.csv,0.28,0.19,0.7,0.0,0.4,0.05,0.31,0.9,0.66,0.36,0.33,0.62
skia.csv,0.46,0.19,0.59,0.69,0.59,0.07,0.46,0.78,0.59,0.57,0.49,0.54
wxcrp.csv,0.48,0.13,0.6,0.69,0.37,0.04,0.34,0.79,0.63,0.37,0.45,0.41
yafdotnet.csv,0.44,0.23,0.59,0.74,0.65,0.07,0.42,0.84,0.8,0.46,0.48,0.49
