,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.52,0.92,0.43,0.55,0.39,0.45,0.53,0.47,0.43,0.49,0.49
gamestone.csv,0.86,0.5,0.95,0.54,0.94,0.5,0.0,0.97,1.0,0.95,0.67
gbif-providertoolkit.csv,0.59,0.78,0.81,0.66,0.6,0.5,0.44,0.61,0.52,0.65,0.49
heekscad.csv,0.37,0.5,0.41,0.45,0.39,0.38,0.41,0.44,0.43,0.4,0.33
igarden.csv,0.5,0.83,0.7,0.43,0.57,0.62,0.61,0.89,0.53,0.92,0.49
levent.csv,0.71,0.0,0.0,0.0,0.34,0.44,0.51,0.0,0.0,0.0,0.44
lportal.csv,0.82,0.5,0.95,0.0,0.0,0.86,0.0,0.78,0.74,0.5,0.92
natpad.csv,0.49,0.78,0.43,0.48,0.58,0.4,0.51,0.6,0.48,0.46,0.39
openmsx.csv,0.45,0.43,0.69,0.32,0.94,0.9,0.94,0.97,0.0,0.67,0.67
owlapi.csv,0.73,0.9,0.66,0.74,0.35,0.44,0.39,0.63,0.67,0.5,0.69
xcsoar.csv,0.38,0.78,0.37,0.42,0.43,0.49,0.51,0.56,0.47,0.46,0.35
