,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.63,0.85,0.41,0.07,0.95,0.76,0.36
java-gnome.csv,0.22,0.7,0.56,0.7,0.0,0.64,0.51
mb-unit.csv,0.35,0.06,0.63,0.74,0.66,0.7,0.85
mecat.csv,0.99,1.0,1.0,1.0,1.0,0.97,0.02
rodin-b-sharp.csv,0.74,0.73,0.01,0.8,0.31,0.61,0.78
unicase.csv,0.32,0.62,0.56,0.71,0.59,0.01,0.78
wpdev.csv,0.0,1.0,1.0,0.95,1.0,1.0,1.0
