,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.21,0.07,0.36,0.31,0.03,0.38,0.07,0.28,0.3,0.3,0.29,0.57,0.55,0.79,0.17
fmri-dmt.csv,0.09,0.06,0.39,0.22,0.0,0.34,0.33,0.26,0.15,0.25,0.48,0.43,0.35,0.43,0.22
ftm.csv,0.31,0.12,0.36,0.58,0.06,0.48,0.22,0.16,0.31,0.14,0.41,0.44,0.62,0.16,0.21
fulguro.csv,0.13,0.0,0.43,0.31,0.02,0.19,0.17,0.44,0.0,0.31,0.66,0.06,0.26,0.23,0.32
gss.csv,0.17,0.11,0.47,0.53,0.03,0.47,0.14,0.31,0.33,0.39,0.82,0.62,0.6,0.48,0.3
illumination.csv,0.0,0.0,0.0,0.0,0.02,0.39,0.19,0.25,0.0,0.72,0.76,0.0,0.0,0.39,0.0
ldview.csv,0.15,0.09,0.61,0.47,0.02,0.41,0.18,0.27,0.34,0.33,0.71,0.68,0.44,0.42,0.21
monetdb.csv,0.24,0.15,0.51,0.62,0.1,0.34,0.12,0.19,0.51,0.28,0.51,0.51,0.53,0.49,0.11
netatalk.csv,0.17,0.12,0.47,0.46,0.0,0.51,0.19,0.34,0.33,0.38,0.69,0.59,0.62,0.33,0.24
olex2.csv,0.25,0.09,0.0,0.51,0.02,0.52,0.24,0.22,0.23,0.07,0.48,0.72,0.65,0.38,0.29
qpe.csv,0.27,0.11,0.39,0.55,0.0,0.48,0.22,0.27,0.42,0.3,0.73,0.35,0.29,0.0,0.21
quark.csv,0.26,0.0,0.46,0.47,0.0,0.38,0.0,0.16,0.65,0.14,0.45,0.3,0.61,0.06,0.12
sepgsql.csv,0.26,0.2,0.51,0.55,0.09,0.53,0.1,0.23,0.51,0.18,0.5,0.55,0.63,0.39,0.18
synergyspace.csv,0.14,0.12,0.0,0.17,0.02,0.11,0.19,0.46,0.2,0.19,0.43,0.06,0.06,0.0,0.11
