,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.56,0.78,0.73,0.78,0.51,0.65,0.89,0.83,0.67,0.69,0.94,0.77,0.62,0.17,0.77
fmri-dmt.csv,0.88,0.84,0.87,0.88,1.21,0.96,0.4,0.74,0.89,0.81,1.03,0.83,0.91,0.91,0.87
ftm.csv,0.58,0.62,0.76,0.48,0.26,0.54,0.69,0.89,0.66,0.9,0.74,0.68,0.51,0.96,0.75
fulguro.csv,0.73,1.0,0.71,0.79,0.85,0.88,0.78,0.53,1.0,0.67,0.72,0.97,0.84,0.9,0.53
gss.csv,0.76,0.63,0.68,0.7,0.66,0.58,0.97,0.83,1.0,0.6,0.28,0.81,0.71,0.54,0.52
illumination.csv,1.0,1.0,1.0,1.0,0.99,0.96,0.7,0.76,1.0,0.22,0.71,1.0,1.0,0.99,1.0
ldview.csv,0.79,1.0,0.45,0.98,0.82,0.98,0.74,0.8,0.78,0.79,0.77,0.58,0.69,1.0,0.85
monetdb.csv,0.5,0.55,0.6,0.4,0.16,0.69,0.85,0.84,0.38,0.75,0.64,0.64,0.7,0.53,0.88
netatalk.csv,0.62,0.63,0.65,0.71,1.28,0.48,0.82,0.88,1.0,0.68,0.87,0.56,0.85,0.86,0.71
olex2.csv,0.44,0.82,1.0,0.55,0.79,0.52,0.51,0.79,0.78,0.95,0.67,0.37,0.52,0.66,0.66
qpe.csv,0.42,0.76,0.72,0.49,1.03,0.59,0.54,0.78,0.51,0.69,0.4,0.77,0.82,1.18,0.68
quark.csv,0.8,1.0,0.62,0.59,1.02,0.72,1.0,0.89,0.24,0.9,0.75,0.81,0.51,0.97,0.92
sepgsql.csv,0.48,0.36,0.57,0.48,0.17,0.48,0.86,0.8,0.4,0.84,0.65,0.59,0.54,0.63,0.92
synergyspace.csv,0.76,0.75,1.0,0.9,0.69,0.93,0.7,0.49,0.81,0.84,0.72,0.97,0.97,1.01,0.91
