,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.65,0.33,0.44,0.0,0.31,0.52,0.54,0.65,0.29,0.5,0.76,0.46
blue-c.csv,0.55,0.55,0.59,0.0,0.73,0.73,0.74,0.81,0.38,0.67,0.69,0.69
cities3d.csv,0.58,0.39,0.05,0.58,0.23,0.0,0.7,0.58,0.54,0.06,0.33,0.0
dynalloy.csv,0.58,0.77,0.44,0.0,0.71,0.59,0.64,0.48,0.37,0.46,0.73,0.49
firebird.csv,0.66,0.48,0.58,0.14,0.63,0.81,0.74,0.45,0.7,0.56,0.27,0.57
hydrogen.csv,0.0,0.05,0.0,0.0,0.36,0.0,0.58,0.0,0.87,0.0,0.23,0.27
nosleepsoftware.csv,0.38,0.0,0.28,0.7,0.07,0.0,0.1,0.04,0.0,0.12,0.0,0.1
openmalaria.csv,0.68,0.54,0.62,0.53,0.55,0.69,0.67,0.72,0.77,0.74,0.13,0.64
popeye-chess.csv,0.64,0.37,0.49,0.22,0.68,0.68,0.1,0.64,0.64,0.56,0.53,0.51
qgo.csv,0.87,0.44,0.46,0.57,0.61,0.44,0.32,0.46,0.74,0.48,0.41,0.53
xmoto.csv,0.24,0.5,0.52,0.38,0.69,0.77,0.55,0.56,0.7,0.64,0.37,0.79
yield.csv,0.65,0.21,0.69,0.57,0.74,0.8,0.13,0.71,0.68,0.71,0.34,0.71
