,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.51,0.98,0.73,0.86,0.95,0.8,0.6,0.68,0.97,0.65,0.61,0.7
blue-c.csv,0.43,0.46,0.53,0.6,0.48,0.55,0.57,0.46,0.51,0.51,0.35,0.48
cities3d.csv,0.38,0.69,0.92,0.41,0.89,0.0,0.61,0.48,0.58,0.67,0.56,0.0
dynalloy.csv,0.46,0.63,0.74,0.7,0.53,0.66,0.41,0.64,0.56,0.51,0.45,0.64
firebird.csv,0.48,0.45,0.45,0.62,0.49,0.49,0.37,0.54,0.5,0.57,0.31,0.46
hydrogen.csv,0.37,0.39,0.39,0.43,0.42,0.56,0.34,0.42,0.5,0.0,0.8,0.43
nosleepsoftware.csv,0.87,0.0,0.73,0.52,0.86,0.0,0.87,0.75,0.0,0.86,0.5,0.88
openmalaria.csv,0.33,0.37,0.33,0.33,0.48,0.4,0.41,0.33,0.45,0.4,0.29,0.36
popeye-chess.csv,0.37,0.68,0.48,0.5,0.51,0.44,0.91,0.41,0.55,0.5,0.39,0.56
qgo.csv,0.42,0.35,0.36,0.38,0.46,0.54,0.33,0.4,0.44,0.39,0.29,0.4
xmoto.csv,0.88,0.44,0.49,0.46,0.44,0.48,0.57,0.39,0.55,0.51,0.5,0.49
yield.csv,0.37,0.4,0.34,0.35,0.47,0.48,0.33,0.37,0.53,0.43,0.31,0.41
