,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.57,0.37,0.64,0.0,0.77,0.57,0.1,0.76,0.13,0.46,0.7,0.56
blue-c.csv,0.46,0.4,0.59,0.0,0.6,0.55,0.17,0.86,0.15,0.54,0.5,0.54
cities3d.csv,0.48,0.38,0.54,0.27,0.63,0.0,0.19,0.63,0.33,0.67,0.38,0.0
dynalloy.csv,0.49,0.67,0.54,0.0,0.6,0.47,0.11,0.93,0.14,0.41,0.55,0.43
firebird.csv,0.61,0.38,0.66,0.12,0.79,0.63,0.13,0.92,0.29,0.73,0.43,0.73
hydrogen.csv,0.46,0.37,0.52,0.25,0.5,0.44,0.1,0.55,0.47,0.0,0.8,0.47
nosleepsoftware.csv,0.67,0.0,0.59,0.48,0.57,0.0,0.03,0.25,0.0,0.57,0.0,0.38
openmalaria.csv,0.54,0.36,0.56,0.24,0.67,0.77,0.13,0.73,0.27,0.72,0.4,0.53
popeye-chess.csv,0.63,0.46,0.65,0.14,0.77,0.72,0.27,0.82,0.26,0.65,0.39,0.63
qgo.csv,0.84,0.3,0.53,0.27,0.57,0.43,0.09,0.5,0.22,0.49,0.34,0.48
xmoto.csv,0.75,0.39,0.6,0.17,0.64,0.63,0.12,0.7,0.21,0.63,0.44,0.71
yield.csv,0.52,0.37,0.63,0.27,0.77,0.62,0.09,0.78,0.18,0.56,0.4,0.57
