,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.43,0.47,0.57,0.28,0.83,0.57,0.17,0.46,0.69,0.83,0.38,0.29,0.65,0.31,0.66
autowikibrowser.csv,0.48,0.43,0.55,0.18,0.69,0.57,0.08,0.6,0.69,0.73,0.33,0.32,0.69,0.34,0.6
biodwh.csv,0.43,0.65,0.48,0.36,0.67,0.62,0.12,0.16,0.65,0.6,0.29,0.25,0.49,0.53,0.6
cities3d.csv,0.3,0.34,0.46,0.29,0.03,0.18,0.0,0.11,0.23,0.21,0.0,0.32,0.55,0.26,0.0
dynalloy.csv,0.28,0.73,0.49,0.19,0.9,0.59,0.26,0.24,0.61,0.79,0.3,0.21,0.54,0.32,0.57
enzo.csv,0.33,0.5,0.52,0.17,0.82,0.57,0.13,0.85,0.78,0.9,0.24,0.33,0.58,0.27,0.53
genecys.csv,0.26,0.5,0.47,0.2,0.81,0.62,0.23,0.55,0.77,0.83,0.27,0.24,0.48,0.25,0.57
kmatplot.csv,0.54,0.36,0.51,0.22,0.03,0.06,0.13,0.19,0.16,0.0,0.37,0.31,0.45,0.23,0.59
modplug.csv,0.32,0.53,0.53,0.17,0.92,0.61,0.23,0.64,0.82,0.58,0.34,0.3,0.62,0.25,0.62
nabu-library.csv,0.29,0.4,0.32,0.07,0.09,0.64,0.21,0.83,0.74,0.72,0.27,0.0,0.31,0.13,0.5
natpad.csv,0.44,0.51,0.51,0.26,0.82,0.67,0.23,0.51,0.78,0.82,0.42,0.28,0.69,0.3,0.62
nebuladevice.csv,0.24,0.31,0.4,0.06,0.17,0.23,0.0,0.5,0.13,0.0,0.0,0.46,0.33,0.06,0.0
ossbuild.csv,0.3,0.59,0.45,0.21,0.82,0.57,0.48,0.28,0.43,0.28,0.42,0.09,0.61,0.25,0.45
xemeiah.csv,0.35,0.51,0.52,0.29,0.84,0.75,0.2,0.6,0.74,0.57,0.36,0.26,0.49,0.25,0.67
xined.csv,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
