,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.86,0.5,0.63,0.81,0.74,0.52,0.69,0.41,0.56,0.76,0.9,0.53,0.75,0.75,0.91
autowikibrowser.csv,0.83,0.52,0.73,0.73,0.56,0.51,0.25,0.56,0.65,0.61,0.6,0.8,0.68,0.92,0.74
biodwh.csv,0.59,0.56,0.47,0.59,0.53,0.54,0.28,0.14,0.53,0.51,0.5,0.4,0.39,0.75,0.6
cities3d.csv,0.38,0.31,0.62,0.7,0.02,0.1,0.0,0.07,0.13,0.12,0.0,0.87,0.43,0.58,0.0
dynalloy.csv,0.76,0.85,0.76,0.89,0.92,0.73,0.75,0.22,0.56,0.79,0.9,0.6,0.64,0.67,0.84
enzo.csv,0.9,0.77,0.89,1.0,0.79,0.81,0.5,1.0,0.91,0.87,0.7,1.0,0.89,1.0,0.79
genecys.csv,0.55,0.83,0.67,0.92,0.71,0.88,0.97,0.68,0.89,0.88,0.7,0.73,0.43,0.92,0.95
kmatplot.csv,0.76,0.35,0.76,0.95,0.02,0.03,0.12,0.11,0.09,0.0,0.3,1.0,0.48,0.5,0.51
modplug.csv,0.97,0.87,0.87,0.97,0.97,0.88,1.0,0.88,0.76,0.43,1.0,0.73,1.0,0.67,0.93
nabu-library.csv,0.66,0.5,0.31,0.08,0.05,0.76,0.44,0.86,0.65,0.68,0.3,0.0,0.27,0.17,0.53
natpad.csv,0.97,0.69,0.81,0.76,0.76,0.84,1.0,0.65,0.76,0.84,0.7,0.8,0.95,0.83,0.67
nebuladevice.csv,0.28,0.29,0.56,0.16,0.1,0.22,0.0,0.59,0.07,0.0,0.0,0.6,0.27,0.08,0.0
ossbuild.csv,0.72,0.77,0.49,0.73,0.77,0.66,0.78,0.26,0.29,0.17,0.9,0.07,0.8,0.33,0.37
xemeiah.csv,0.76,0.88,0.67,0.81,0.79,0.78,0.69,0.78,0.64,0.47,0.9,0.33,0.43,0.92,0.88
xined.csv,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
